ProductKey,Product_Name,Brand,Color,Unit_Cost_USD,Unit_Price_USD,SubcategoryKey,Subcategory,CategoryKey,Category
487,"Proseware CRT17 E104 White",Proseware,White,3008,5900,304,Monitors,3,Computers
488,"Proseware CRT15 E10 White",Proseware,White,2498,4900,304,Monitors,3,Computers
489,"Adventure Works LCD24 X300 Black","Adventure Works",Black,27135,81900,304,Monitors,3,Computers
490,"Adventure Works LCD24W X300 Black","Adventure Works",Black,28792,86900,304,Monitors,3,Computers
491,"Adventure Works LCD22 M200 Black","Adventure Works",Black,20509,61900,304,Monitors,3,Computers
492,"Adventure Works LCD22W M200 Black","Adventure Works",Black,22497,67900,304,Monitors,3,Computers
493,"Adventure Works LCD20 M210 Black","Adventure Works",Black,11911,25900,304,Monitors,3,Computers
494,"Adventure Works LCD20W M240 Black","Adventure Works",Black,12830,27900,304,Monitors,3,Computers
495,"Adventure Works LCD19 E108 Black","Adventure Works",Black,7087,13900,304,Monitors,3,Computers
496,"Adventure Works LCD19W M100 Black","Adventure Works",Black,8232,17900,304,Monitors,3,Computers
497,"Adventure Works LCD17 E200 Black","Adventure Works",Black,5047,9900,304,Monitors,3,Computers
498,"Adventure Works LCD17W E203 Black","Adventure Works",Black,6577,12900,304,Monitors,3,Computers
499,"Adventure Works LCD15 E100 Black","Adventure Works",Black,5047,9900,304,Monitors,3,Computers
500,"Adventure Works CRT19 E10 Black","Adventure Works",Black,2286,6900,304,Monitors,3,Computers
501,"Adventure Works CRT17 E105 Black","Adventure Works",Black,3008,5900,304,Monitors,3,Computers
502,"Adventure Works CRT15 E101 Black","Adventure Works",Black,2982,9000,304,Monitors,3,Computers
503,"Adventure Works LCD24 X300 White","Adventure Works",White,27135,81900,304,Monitors,3,Computers
504,"Adventure Works LCD24W X300 White","Adventure Works",White,28792,86900,304,Monitors,3,Computers
505,"Adventure Works LCD22 M200 White","Adventure Works",White,20509,61900,304,Monitors,3,Computers
506,"Adventure Works LCD22W M200 White","Adventure Works",White,22497,67900,304,Monitors,3,Computers
507,"Adventure Works LCD20 M210 White","Adventure Works",White,11911,25900,304,Monitors,3,Computers
508,"Adventure Works LCD20W M240 White","Adventure Works",White,12830,27900,304,Monitors,3,Computers
509,"Adventure Works LCD19 E108 White","Adventure Works",White,7087,13900,304,Monitors,3,Computers
510,"Adventure Works LCD19W M100 White","Adventure Works",White,8232,17900,304,Monitors,3,Computers
511,"Adventure Works LCD17 E200 White","Adventure Works",White,5047,9900,304,Monitors,3,Computers
512,"Adventure Works LCD17W E203 White","Adventure Works",White,6577,12900,304,Monitors,3,Computers
513,"Adventure Works LCD15 E100 White","Adventure Works",White,5047,9900,304,Monitors,3,Computers
514,"Adventure Works CRT19 E10 White","Adventure Works",White,2286,6900,304,Monitors,3,Computers
515,"Adventure Works CRT17 E105 White","Adventure Works",White,3008,5900,304,Monitors,3,Computers
516,"Adventure Works CRT15 E101 White","Adventure Works",White,2982,9000,304,Monitors,3,Computers
517,"WWI LCD24 X300 Black","Wide World Importers",Black,27135,81900,304,Monitors,3,Computers
518,"WWI LCD24W X300 Black","Wide World Importers",Black,28792,86900,304,Monitors,3,Computers
519,"WWI LCD22 M2002 Black","Wide World Importers",Black,20509,61900,304,Monitors,3,Computers
520,"WWI LCD22W M2003 Black","Wide World Importers",Black,22497,67900,304,Monitors,3,Computers
521,"WWI LCD20 M220 Black","Wide World Importers",Black,11911,25900,304,Monitors,3,Computers
522,"WWI LCD20W M250 Black","Wide World Importers",Black,12830,27900,304,Monitors,3,Computers
523,"WWI LCD19 E107 Black","Wide World Importers",Black,7087,13900,304,Monitors,3,Computers
524,"WWI LCD19W M100 Black","Wide World Importers",Black,8232,17900,304,Monitors,3,Computers
525,"WWI LCD17 E200 Black","Wide World Importers",Black,5047,9900,304,Monitors,3,Computers
526,"WWI LCD17W E200 Black","Wide World Importers",Black,6577,12900,304,Monitors,3,Computers
527,"WWI CRT17 E106 Black","Wide World Importers",Black,5047,9900,304,Monitors,3,Computers
528,"WWI LCD24 X300 White","Wide World Importers",White,27135,81900,304,Monitors,3,Computers
529,"WWI LCD24W X300 White","Wide World Importers",White,28792,86900,304,Monitors,3,Computers
530,"WWI LCD22 M2002 White","Wide World Importers",White,20509,61900,304,Monitors,3,Computers
531,"WWI LCD22W M2003 White","Wide World Importers",White,22497,67900,304,Monitors,3,Computers
532,"WWI LCD20 M220 White","Wide World Importers",White,11911,25900,304,Monitors,3,Computers
533,"WWI LCD20W M250 White","Wide World Importers",White,12830,27900,304,Monitors,3,Computers
534,"WWI LCD19 E107 White","Wide World Importers",White,7087,13900,304,Monitors,3,Computers
535,"WWI LCD19W M100 White","Wide World Importers",White,8232,17900,304,Monitors,3,Computers
536,"WWI LCD17 E205 White","Wide World Importers",White,5047,9900,304,Monitors,3,Computers
537,"WWI LCD17W E200 White","Wide World Importers",White,6577,12900,304,Monitors,3,Computers
538,"WWI CRT17 E106 White","Wide World Importers",White,5047,9900,304,Monitors,3,Computers
539,"Proseware Projector 1080p LCD86 Black",Proseware,Black,76038,229500,305,"Projectors & Screens",3,Computers
540,"Proseware Projector 1080p DLP86 Black",Proseware,Black,82797,249900,305,"Projectors & Screens",3,Computers
541,"Proseware Projector 720p LCD56 Black",Proseware,Black,32144,69900,305,"Projectors & Screens",3,Computers
542,"Proseware Projector 720p DLP56 Black",Proseware,Black,45940,99900,305,"Projectors & Screens",3,Computers
543,"Proseware Projector 480p LCD12 Black",Proseware,Black,11675,22900,305,"Projectors & Screens",3,Computers
544,"Proseware Projector 480p DLP12 Black",Proseware,Black,25440,49900,305,"Projectors & Screens",3,Computers
545,"Proseware Screen 125in X1609 Black",Proseware,Black,15208,45900,305,"Projectors & Screens",3,Computers
546,"Proseware Screen 113in X1609 Black",Proseware,Black,9906,29900,305,"Projectors & Screens",3,Computers
547,"Proseware Screen 106in M1609 Black",Proseware,Black,11543,25100,305,"Projectors & Screens",3,Computers
548,"Proseware Screen 100in M1609 Black",Proseware,Black,8737,19000,305,"Projectors & Screens",3,Computers
549,"Proseware Screen 85in E1010 Black",Proseware,Black,7087,13900,305,"Projectors & Screens",3,Computers
550,"Proseware Screen 80in E1010 Black",Proseware,Black,5557,10900,305,"Projectors & Screens",3,Computers
551,"Proseware Projector 1080p LCD86 White",Proseware,White,76038,229500,305,"Projectors & Screens",3,Computers
552,"Proseware Projector 1080p DLP86 White",Proseware,White,82797,249900,305,"Projectors & Screens",3,Computers
553,"Proseware Projector 720p LCD56 White",Proseware,White,32144,69900,305,"Projectors & Screens",3,Computers
554,"Proseware Projector 720p DLP56 White",Proseware,White,45940,99900,305,"Projectors & Screens",3,Computers
555,"Proseware Projector 480p LCD12 White",Proseware,White,11675,22900,305,"Projectors & Screens",3,Computers
556,"Proseware Projector 480p DLP12 White",Proseware,White,25440,49900,305,"Projectors & Screens",3,Computers
557,"Proseware Screen 125in X1609 White",Proseware,White,15208,45900,305,"Projectors & Screens",3,Computers
558,"Proseware Screen 113in X1609 White",Proseware,White,9906,29900,305,"Projectors & Screens",3,Computers
559,"Proseware Screen 106in M1609 White",Proseware,White,11543,25100,305,"Projectors & Screens",3,Computers
560,"Proseware Screen 100in M1609 White",Proseware,White,8737,19000,305,"Projectors & Screens",3,Computers
561,"Proseware Screen 85in E1010 White",Proseware,White,7087,13900,305,"Projectors & Screens",3,Computers
562,"Proseware Screen 80in E1010 White",Proseware,White,5557,10900,305,"Projectors & Screens",3,Computers
563,"Proseware Projector 1080p LCD86 Silver",Proseware,Silver,76038,229500,305,"Projectors & Screens",3,Computers
564,"Proseware Projector 1080p DLP86 Silver",Proseware,Silver,82797,249900,305,"Projectors & Screens",3,Computers
565,"Proseware Projector 720p LCD56 Silver",Proseware,Silver,32144,69900,305,"Projectors & Screens",3,Computers
566,"Proseware Projector 720p DLP56 Silver",Proseware,Silver,45940,99900,305,"Projectors & Screens",3,Computers
567,"Proseware Projector 480p LCD12 Silver",Proseware,Silver,11675,22900,305,"Projectors & Screens",3,Computers
568,"Proseware Projector 480p DLP12 Silver",Proseware,Silver,25440,49900,305,"Projectors & Screens",3,Computers
569,"Proseware Screen 125in X1609 Silver",Proseware,Silver,15208,45900,305,"Projectors & Screens",3,Computers
570,"Proseware Screen 113in X1609 Silver",Proseware,Silver,9906,29900,305,"Projectors & Screens",3,Computers
571,"Proseware Screen 106in M1609 Silver",Proseware,Silver,11543,25100,305,"Projectors & Screens",3,Computers
572,"Proseware Screen 100in M1609 Silver",Proseware,Silver,8737,19000,305,"Projectors & Screens",3,Computers
573,"Proseware Screen 85in E1010 Silver",Proseware,Silver,7087,13900,305,"Projectors & Screens",3,Computers
574,"Proseware Screen 80in E1010 Silver",Proseware,Silver,5557,10900,305,"Projectors & Screens",3,Computers
575,"Contoso Projector 1080p X980 Black",Contoso,Black,76038,229500,305,"Projectors & Screens",3,Computers
576,"Contoso Projector 1080p X981 Black",Contoso,Black,82797,249900,305,"Projectors & Screens",3,Computers
577,"Contoso Projector 720p M620 Black",Contoso,Black,32144,69900,305,"Projectors & Screens",3,Computers
578,"Contoso Projector 720p M621 Black",Contoso,Black,45940,99900,305,"Projectors & Screens",3,Computers
579,"Contoso Projector 480p M480 Black",Contoso,Black,11675,22900,305,"Projectors & Screens",3,Computers
580,"Contoso Projector 480p M481 Black",Contoso,Black,25440,49900,305,"Projectors & Screens",3,Computers
581,"Contoso Screen 125in M250 Black",Contoso,Black,15208,45900,305,"Projectors & Screens",3,Computers
582,"Contoso Screen 113in M251 Black",Contoso,Black,13750,29900,305,"Projectors & Screens",3,Computers
583,"Contoso Screen 106in M060 Black",Contoso,Black,8316,25100,305,"Projectors & Screens",3,Computers
584,"Contoso Screen 100in E010 Black",Contoso,Black,6295,19000,305,"Projectors & Screens",3,Computers
585,"Contoso Screen 85in E085 Black",Contoso,Black,7087,13900,305,"Projectors & Screens",3,Computers
586,"Contoso Screen 80in E080 Black",Contoso,Black,5557,10900,305,"Projectors & Screens",3,Computers
587,"Contoso Projector 1080p X980 White",Contoso,White,76038,229500,305,"Projectors & Screens",3,Computers
588,"Contoso Projector 1080p X981 White",Contoso,White,82797,249900,305,"Projectors & Screens",3,Computers
589,"Contoso Projector 720p M620 White",Contoso,White,32144,69900,305,"Projectors & Screens",3,Computers
590,"Contoso Projector 720p M621 White",Contoso,White,45940,99900,305,"Projectors & Screens",3,Computers
591,"Contoso Projector 480p M480 White",Contoso,White,11675,22900,305,"Projectors & Screens",3,Computers
592,"Contoso Projector 480p M481 White",Contoso,White,25440,49900,305,"Projectors & Screens",3,Computers
593,"Contoso Screen 125in M250 White",Contoso,White,15208,45900,305,"Projectors & Screens",3,Computers
594,"Contoso Screen 113in M251 White",Contoso,White,13750,29900,305,"Projectors & Screens",3,Computers
595,"Contoso Screen 106in M060 White",Contoso,White,8316,25100,305,"Projectors & Screens",3,Computers
596,"Contoso Screen 100in E010 White",Contoso,White,6295,19000,305,"Projectors & Screens",3,Computers
597,"Contoso Screen 85in E085 White",Contoso,White,7087,13900,305,"Projectors & Screens",3,Computers
598,"Contoso Screen 80in E080 White",Contoso,White,5557,10900,305,"Projectors & Screens",3,Computers
599,"Contoso Projector 1080p X980 Silver",Contoso,Silver,76038,229500,305,"Projectors & Screens",3,Computers
600,"Contoso Projector 1080p X981 Silver",Contoso,Silver,82797,249900,305,"Projectors & Screens",3,Computers
601,"Contoso Projector 720p M620 Silver",Contoso,Silver,32144,69900,305,"Projectors & Screens",3,Computers
602,"Contoso Projector 720p M621 Silver",Contoso,Silver,45940,99900,305,"Projectors & Screens",3,Computers
603,"Contoso Projector 480p M480 Silver",Contoso,Silver,11675,22900,305,"Projectors & Screens",3,Computers
604,"Contoso Projector 480p M481 Silver",Contoso,Silver,25440,49900,305,"Projectors & Screens",3,Computers
605,"Contoso Screen 125in M250 Silver",Contoso,Silver,15208,45900,305,"Projectors & Screens",3,Computers
606,"Contoso Screen 113in M251 Silver",Contoso,Silver,13750,29900,305,"Projectors & Screens",3,Computers
607,"Contoso Screen 106in M060 Silver",Contoso,Silver,8316,25100,305,"Projectors & Screens",3,Computers
608,"Contoso Screen 100in E010 Silver",Contoso,Silver,6295,19000,305,"Projectors & Screens",3,Computers
609,"Contoso Screen 85in E085 Silver",Contoso,Silver,7087,13900,305,"Projectors & Screens",3,Computers
610,"Contoso Screen 80in E080 Silver",Contoso,Silver,5557,10900,305,"Projectors & Screens",3,Computers
611,"WWI Projector 1080p LCD86 Black","Wide World Importers",Black,76038,229500,305,"Projectors & Screens",3,Computers
612,"WWI Projector 1080p DLP86 Black","Wide World Importers",Black,82797,249900,305,"Projectors & Screens",3,Computers
613,"WWI Projector 720p LCD56 Black","Wide World Importers",Black,32144,69900,305,"Projectors & Screens",3,Computers
614,"WWI Projector 720p DLP56 Black","Wide World Importers",Black,45940,99900,305,"Projectors & Screens",3,Computers
615,"WWI Projector 480p LCD12 Black","Wide World Importers",Black,11675,22900,305,"Projectors & Screens",3,Computers
616,"WWI Projector 480p DLP12 Black","Wide World Importers",Black,25440,49900,305,"Projectors & Screens",3,Computers
617,"WWI Screen 125in M1611 Black","Wide World Importers",Black,15208,45900,305,"Projectors & Screens",3,Computers
618,"WWI Screen 113in M1610 Black","Wide World Importers",Black,9906,29900,305,"Projectors & Screens",3,Computers
619,"WWI Screen 106in M1609 Black","Wide World Importers",Black,11543,25100,305,"Projectors & Screens",3,Computers
620,"WWI Screen 100in M1609 Black","Wide World Importers",Black,8737,19000,305,"Projectors & Screens",3,Computers
621,"WWI Screen 85in E1010 Black","Wide World Importers",Black,7087,13900,305,"Projectors & Screens",3,Computers
622,"WWI Projector 1080p LCD86 White","Wide World Importers",White,76038,229500,305,"Projectors & Screens",3,Computers
623,"WWI Projector 1080p DLP86 White","Wide World Importers",White,82797,249900,305,"Projectors & Screens",3,Computers
624,"WWI Projector 720p LCD56 White","Wide World Importers",White,32144,69900,305,"Projectors & Screens",3,Computers
625,"WWI Projector 720p DLP56 White","Wide World Importers",White,45940,99900,305,"Projectors & Screens",3,Computers
626,"WWI Projector 480p LCD12 White","Wide World Importers",White,11675,22900,305,"Projectors & Screens",3,Computers
627,"WWI Projector 480p DLP12 White","Wide World Importers",White,25440,49900,305,"Projectors & Screens",3,Computers
628,"WWI Screen 125in M1611 White","Wide World Importers",White,15208,45900,305,"Projectors & Screens",3,Computers
629,"WWI Screen 113in M1610 White","Wide World Importers",White,9906,29900,305,"Projectors & Screens",3,Computers
630,"WWI Screen 106in M1609 White","Wide World Importers",White,11543,25100,305,"Projectors & Screens",3,Computers
631,"WWI Screen 100in M1609 White","Wide World Importers",White,8737,19000,305,"Projectors & Screens",3,Computers
632,"WWI Screen 85in E1010 White","Wide World Importers",White,7087,13900,305,"Projectors & Screens",3,Computers
633,"WWI Projector 1080p LCD86 Silver","Wide World Importers",Silver,76038,229500,305,"Projectors & Screens",3,Computers
634,"WWI Projector 1080p DLP86 Silver","Wide World Importers",Silver,82797,249900,305,"Projectors & Screens",3,Computers
635,"WWI Projector 720p LCD56 Silver","Wide World Importers",Silver,32144,69900,305,"Projectors & Screens",3,Computers
636,"WWI Projector 720p DLP56 Silver","Wide World Importers",Silver,45940,99900,305,"Projectors & Screens",3,Computers
637,"WWI Projector 480p LCD12 Silver","Wide World Importers",Silver,11675,22900,305,"Projectors & Screens",3,Computers
638,"WWI Projector 480p DLP12 Silver","Wide World Importers",Silver,25440,49900,305,"Projectors & Screens",3,Computers
639,"WWI Screen 125in M1611 Silver","Wide World Importers",Silver,15208,45900,305,"Projectors & Screens",3,Computers
640,"WWI Screen 113in M1610 Silver","Wide World Importers",Silver,9906,29900,305,"Projectors & Screens",3,Computers
641,"WWI Screen 106in M1609 Silver","Wide World Importers",Silver,11543,25100,305,"Projectors & Screens",3,Computers
642,"Proseware Photo Ink Jet Printer M100 Black",Proseware,Black,7312,15900,306,"Printers, Scanners & Fax",3,Computers
643,"Proseware Ink Jet All in one M300 Black",Proseware,Black,7772,16900,306,"Printers, Scanners & Fax",3,Computers
644,"Proseware Laser Jet Printer E100 Black",Proseware,Black,4028,7900,306,"Printers, Scanners & Fax",3,Computers
645,"Proseware Laser Jet Color Printer X300 Black",Proseware,Black,6925,20900,306,"Printers, Scanners & Fax",3,Computers
646,"Proseware Laser Jet All in one X300 Black",Proseware,Black,7256,21900,306,"Printers, Scanners & Fax",3,Computers
647,"Proseware Fax phone E100 Black",Proseware,Black,4436,8700,306,"Printers, Scanners & Fax",3,Computers
648,"Proseware Fax Machine E100 Black",Proseware,Black,4028,7900,306,"Printers, Scanners & Fax",3,Computers
649,"Proseware Laser Fax Printer E100 Black",Proseware,Black,4639,9100,306,"Printers, Scanners & Fax",3,Computers
650,"Proseware Ink Jet Fax Machine E100 Black",Proseware,Black,3977,7800,306,"Printers, Scanners & Fax",3,Computers
651,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,Black,5334,11600,306,"Printers, Scanners & Fax",3,Computers
652,"Proseware Scan Jet Digital Flat Bed Scanner M300 Black",Proseware,Black,5564,12100,306,"Printers, Scanners & Fax",3,Computers
653,"Proseware All-In-One Photo Printer M200 Black",Proseware,Black,6254,13600,306,"Printers, Scanners & Fax",3,Computers
654,"Proseware Ink Jet Wireless All-In-One Printer M400 Black",Proseware,Black,5932,12900,306,"Printers, Scanners & Fax",3,Computers
655,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black",Proseware,Black,7358,16000,306,"Printers, Scanners & Fax",3,Computers
656,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Proseware,Black,7266,15800,306,"Printers, Scanners & Fax",3,Computers
657,"Proseware Duplex Scanner M200 Black",Proseware,Black,6852,14900,306,"Printers, Scanners & Fax",3,Computers
658,"Proseware High Speed Laser M2000 Black",Proseware,Black,6925,20900,306,"Printers, Scanners & Fax",3,Computers
659,"Proseware Laser Fax Printer M250 Black",Proseware,Black,5426,11800,306,"Printers, Scanners & Fax",3,Computers
660,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Proseware,Black,7312,15900,306,"Printers, Scanners & Fax",3,Computers
661,"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Proseware,Black,7554,22800,306,"Printers, Scanners & Fax",3,Computers
662,"Proseware Slim-Design Fax Machine with Answering System X180 Black",Proseware,Black,7819,23600,306,"Printers, Scanners & Fax",3,Computers
663,"Proseware High-Performance Business-Class Laser Fax X200 Black",Proseware,Black,8217,24800,306,"Printers, Scanners & Fax",3,Computers
664,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Black",Proseware,Black,7587,22900,306,"Printers, Scanners & Fax",3,Computers
665,"Proseware Photo Inkjet Printer E290 Black",Proseware,Black,5200,10200,306,"Printers, Scanners & Fax",3,Computers
666,"Proseware Office Jet All-in-One Printer M500 Black",Proseware,Black,7496,16300,306,"Printers, Scanners & Fax",3,Computers
667,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black",Proseware,Black,8737,19000,306,"Printers, Scanners & Fax",3,Computers
668,"Proseware Photo smart All-in-One Printer M380 Black",Proseware,Black,6760,14700,306,"Printers, Scanners & Fax",3,Computers
669,"Proseware Wireless Photo All-in-One Printer M390 Black",Proseware,Black,8645,18800,306,"Printers, Scanners & Fax",3,Computers
670,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black",Proseware,Black,9013,19600,306,"Printers, Scanners & Fax",3,Computers
671,"Proseware Photo Inkjet Printer M100 Grey",Proseware,Grey,7312,15900,306,"Printers, Scanners & Fax",3,Computers
672,"Proseware Ink Jet All in one M300 Grey",Proseware,Grey,7772,16900,306,"Printers, Scanners & Fax",3,Computers
673,"Proseware Laser Jet Printer E100 Grey",Proseware,Grey,4028,7900,306,"Printers, Scanners & Fax",3,Computers
674,"Proseware Laser Jet Color Printer X300 Grey",Proseware,Grey,6925,20900,306,"Printers, Scanners & Fax",3,Computers
675,"Proseware Laser Jet All in one X300 Grey",Proseware,Grey,7256,21900,306,"Printers, Scanners & Fax",3,Computers
676,"Proseware Fax phone E100 Grey",Proseware,Grey,4436,8700,306,"Printers, Scanners & Fax",3,Computers
677,"Proseware Fax Machine E100 Grey",Proseware,Grey,4028,7900,306,"Printers, Scanners & Fax",3,Computers
678,"Proseware Laser Fax Printer E100 Grey",Proseware,Grey,4639,9100,306,"Printers, Scanners & Fax",3,Computers
679,"Proseware Ink Jet Fax Machine E100 Grey",Proseware,Grey,3977,7800,306,"Printers, Scanners & Fax",3,Computers
680,"Proseware Mobile Receipt and Document Scanner M200 Grey",Proseware,Grey,5334,11600,306,"Printers, Scanners & Fax",3,Computers
681,"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey",Proseware,Grey,5564,12100,306,"Printers, Scanners & Fax",3,Computers
682,"Proseware All-In-One Photo Printer M200 Grey",Proseware,Grey,6254,13600,306,"Printers, Scanners & Fax",3,Computers
683,"Proseware Ink Jet Wireless All-In-One Printer M400 Grey",Proseware,Grey,5932,12900,306,"Printers, Scanners & Fax",3,Computers
684,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey",Proseware,Grey,7358,16000,306,"Printers, Scanners & Fax",3,Computers
685,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",Proseware,Grey,7266,15800,306,"Printers, Scanners & Fax",3,Computers
686,"Proseware Duplex Scanner M200 Grey",Proseware,Grey,6852,14900,306,"Printers, Scanners & Fax",3,Computers
687,"Proseware High Speed Laser Fax M2000 Grey",Proseware,Grey,6925,20900,306,"Printers, Scanners & Fax",3,Computers
688,"Proseware Laser Fax Printer M250 Grey",Proseware,Grey,5426,11800,306,"Printers, Scanners & Fax",3,Computers
689,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Proseware,Grey,7312,15900,306,"Printers, Scanners & Fax",3,Computers
690,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey",Proseware,Grey,7554,22800,306,"Printers, Scanners & Fax",3,Computers
691,"Proseware Slim-Design Fax Machine with Answering System X180 Grey",Proseware,Grey,7819,23600,306,"Printers, Scanners & Fax",3,Computers
692,"Proseware High-Performance Business-Class Laser Fax X200 Grey",Proseware,Grey,8217,24800,306,"Printers, Scanners & Fax",3,Computers
693,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey",Proseware,Grey,7587,22900,306,"Printers, Scanners & Fax",3,Computers
694,"Proseware Photo Ink Jet Printer E290 Grey",Proseware,Grey,5200,10200,306,"Printers, Scanners & Fax",3,Computers
695,"Proseware Office Jet All-in-One Printer M500 Grey",Proseware,Grey,7496,16300,306,"Printers, Scanners & Fax",3,Computers
696,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Proseware,Grey,8737,19000,306,"Printers, Scanners & Fax",3,Computers
697,"Proseware Photo Smart All-in-One Printer M380 Grey",Proseware,Grey,6760,14700,306,"Printers, Scanners & Fax",3,Computers
698,"Proseware Wireless Photo All-in-One Printer M390 Grey",Proseware,Grey,8645,18800,306,"Printers, Scanners & Fax",3,Computers
699,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey",Proseware,Grey,9013,19600,306,"Printers, Scanners & Fax",3,Computers
700,"Proseware Photo Ink Jet Printer M100 White",Proseware,White,7312,15900,306,"Printers, Scanners & Fax",3,Computers
701,"Proseware Ink Jet All in one M300 White",Proseware,White,7772,16900,306,"Printers, Scanners & Fax",3,Computers
702,"Proseware Laser Jet Printer E100 White",Proseware,White,4028,7900,306,"Printers, Scanners & Fax",3,Computers
703,"Proseware Laser Jet Color Printer X300 White",Proseware,White,6925,20900,306,"Printers, Scanners & Fax",3,Computers
704,"Proseware Laser Jet All in one X300 White",Proseware,White,7256,21900,306,"Printers, Scanners & Fax",3,Computers
705,"Proseware Fax Phone E100 White",Proseware,White,4436,8700,306,"Printers, Scanners & Fax",3,Computers
706,"Proseware Fax Machine E100 White",Proseware,White,4028,7900,306,"Printers, Scanners & Fax",3,Computers
707,"Proseware Laser Fax Printer E100 White",Proseware,White,4639,9100,306,"Printers, Scanners & Fax",3,Computers
708,"Proseware Ink Jet Fax Machine E100 White",Proseware,White,3977,7800,306,"Printers, Scanners & Fax",3,Computers
709,"Proseware Mobile Receipt and Document Scanner M200 White",Proseware,White,5334,11600,306,"Printers, Scanners & Fax",3,Computers
710,"Proseware Scan Jet Digital Flat Bed Scanner M300 White",Proseware,White,5564,12100,306,"Printers, Scanners & Fax",3,Computers
711,"Proseware All-In-One Photo Printer M200 White",Proseware,White,6254,13600,306,"Printers, Scanners & Fax",3,Computers
712,"Proseware Ink Jet Wireless All-In-One Printer M400 White",Proseware,White,5932,12900,306,"Printers, Scanners & Fax",3,Computers
713,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White",Proseware,White,7358,16000,306,"Printers, Scanners & Fax",3,Computers
714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",Proseware,White,7266,15800,306,"Printers, Scanners & Fax",3,Computers
715,"Proseware Duplex Scanner M200 White",Proseware,White,6852,14900,306,"Printers, Scanners & Fax",3,Computers
716,"Proseware High Speed Laser M2000 White",Proseware,White,6925,20900,306,"Printers, Scanners & Fax",3,Computers
717,"Proseware Laser Fax Printer M250 White",Proseware,White,5426,11800,306,"Printers, Scanners & Fax",3,Computers
718,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,7312,15900,306,"Printers, Scanners & Fax",3,Computers
719,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White",Proseware,White,7554,22800,306,"Printers, Scanners & Fax",3,Computers
720,"Proseware Slim-Design Fax Machine with Answering System X180 White",Proseware,White,7819,23600,306,"Printers, Scanners & Fax",3,Computers
721,"Proseware High-Performance Business-Class Laser Fax X200 White",Proseware,White,8217,24800,306,"Printers, Scanners & Fax",3,Computers
722,"Proseware Professional Quality Plain-Paper Fax and Copier X100 White",Proseware,White,7587,22900,306,"Printers, Scanners & Fax",3,Computers
723,"Proseware Photo Ink jet Printer E290 White",Proseware,White,5200,10200,306,"Printers, Scanners & Fax",3,Computers
724,"Proseware Office Jet All-in-One Printer M500 White",Proseware,White,7496,16300,306,"Printers, Scanners & Fax",3,Computers
725,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White",Proseware,White,8737,19000,306,"Printers, Scanners & Fax",3,Computers
726,"Proseware Photo Smart All-in-One Printer M380 White",Proseware,White,6760,14700,306,"Printers, Scanners & Fax",3,Computers
727,"Proseware Wireless Photo All-in-One Printer M390 White",Proseware,White,8645,18800,306,"Printers, Scanners & Fax",3,Computers
728,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White",Proseware,White,9013,19600,306,"Printers, Scanners & Fax",3,Computers
729,"Proseware Scan Jet Digital Flat Bed Scanner M300 Green",Proseware,Green,5564,12100,306,"Printers, Scanners & Fax",3,Computers
730,"Proseware All-In-One Photo Printer M200 Green",Proseware,Green,6254,13600,306,"Printers, Scanners & Fax",3,Computers
731,"Proseware Ink Jet Wireless All-In-One Printer M400 Green",Proseware,Green,5932,12900,306,"Printers, Scanners & Fax",3,Computers
732,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green",Proseware,Green,7358,16000,306,"Printers, Scanners & Fax",3,Computers
733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,Green,7266,15800,306,"Printers, Scanners & Fax",3,Computers
734,"Proseware Duplex Scanner M200 Green",Proseware,Green,6852,14900,306,"Printers, Scanners & Fax",3,Computers
735,"Proseware High Speed Laser M2000 Green",Proseware,Green,6925,20900,306,"Printers, Scanners & Fax",3,Computers
736,"Proseware Laser Fax Printer M250 Green",Proseware,Green,5426,11800,306,"Printers, Scanners & Fax",3,Computers
